"Data","Ostatnio","Otwarcie","Max.","Min.","Zmiana%"
"Luty '11","5,379","5,419","5,463","5,253","-0,92%"
"Sty. '11","5,429","5,064","5,474","4,930","6,79%"
"Gru. '10","5,084","5,079","5,270","4,959","-1,85%"
"Lis. '10","5,180","5,092","5,339","4,965","2,59%"
"Paź. '10","5,049","4,803","5,140","4,596","6,32%"
"Wrz. '10","4,749","4,806","4,939","4,669","-1,19%"
"Sie. '10","4,806","4,840","4,938","4,608","-0,70%"
"Lip. '10","4,840","4,953","5,081","4,790","-2,30%"
"Cze. '10","4,954","4,795","5,184","4,704","4,78%"
"Maj '10","4,728","4,747","5,110","4,579","0,28%"
"Kwi. '10","4,715","4,737","4,901","4,518","-0,04%"
"Mar. '10","4,717","4,929","5,131","4,700","-5,89%"
"Luty '10","5,012","5,029","5,138","4,929","-0,81%"
"Sty. '10","5,053","5,308","5,325","4,995","-4,62%"
"Gru. '09","5,298","5,213","5,388","5,154","1,63%"
"Lis. '09","5,213","4,970","5,298","4,844","5,25%"
"Paź. '09","4,953","5,127","5,269","4,842","-3,37%"
"Wrz. '09","5,126","5,293","5,352","5,062","-1,80%"
"Sie. '09","5,220","4,922","5,357","4,886","5,03%"
"Lip. '09","4,970","5,426","5,493","4,917","-7,72%"
"Cze. '09","5,386","5,672","5,672","5,307","-3,42%"
"Maj '09","5,577","5,561","5,881","5,535","-1,19%"
"Kwi. '09","5,644","5,771","5,831","5,536","-1,88%"
"Mar. '09","5,752","5,951","6,054","5,550","-3,33%"
"Luty '09","5,950","4,946","6,396","4,853","19,72%"
"Sty. '09","4,970","5,381","5,381","4,591","-5,12%"
"Gru. '08","5,238","5,784","6,024","5,172","-10,95%"
"Lis. '08","5,882","6,960","6,963","5,736","-14,14%"
"Paź. '08","6,851","6,089","7,842","5,753","12,07%"
