"Data","Ostatnio","Otwarcie","Max.","Min.","Zmiana%"
"Paź. '15","2,571","2,781","2,781","2,466","-7,45%"
"Wrz. '15","2,778","2,885","3,019","2,666","-3,68%"
"Sie. '15","2,884","2,836","3,005","2,592","1,76%"
"Lip. '15","2,834","3,235","3,238","2,715","-11,60%"
"Cze. '15","3,206","2,845","3,358","2,800","13,13%"
"Maj '15","2,834","2,545","2,945","2,511","11,84%"
"Kwi. '15","2,534","2,147","2,609","2,050","18,86%"
"Mar. '15","2,132","2,042","2,404","1,986","5,60%"
"Luty '15","2,019","1,813","2,268","1,807","9,97%"
"Sty. '15","1,836","2,323","2,376","1,787","-35,01%"
"Gru. '14","2,825","2,207","2,542","2,182","28,58%"
"Lis. '14","2,197","2,343","2,519","2,148","-5,87%"
"Paź. '14","2,334","2,885","2,913","2,304","-18,62%"
"Wrz. '14","2,868","3,056","3,079","2,707","-5,91%"
"Sie. '14","3,048","3,367","3,513","2,942","-8,52%"
"Lip. '14","3,332","3,384","3,453","3,096","-1,04%"
"Cze. '14","3,367","3,619","3,667","3,314","-6,89%"
"Maj '14","3,616","3,909","3,975","3,515","-7,23%"
"Kwi. '14","3,898","4,100","4,140","3,709","-4,46%"
"Mar. '14","4,080","4,273","4,387","3,921","-3,57%"
"Luty '14","4,231","4,594","4,605","4,084","-8,70%"
"Sty. '14","4,634","4,227","4,861","3,931","10,10%"
"Gru. '13","4,209","4,347","4,462","3,842","-3,22%"
"Lis. '13","4,349","4,128","4,411","4,002","8,59%"
"Paź. '13","4,005","4,373","4,383","3,900","-8,35%"
"Wrz. '13","4,370","4,362","5,009","4,120","0,58%"
"Sie. '13","4,345","3,903","4,465","3,903","9,12%"
"Lip. '13","3,982","4,345","4,345","3,564","-6,35%"
"Cze. '13","4,252","3,441","4,499","3,169","22,11%"
"Maj '13","3,482","3,079","3,512","2,656","12,87%"
"Kwi. '13","3,085","3,809","3,812","3,007","-19,18%"
"Mar. '13","3,817","3,913","4,025","3,673","-2,48%"
"Luty '13","3,914","3,692","4,030","3,611","7,14%"
"Sty. '13","3,653","3,459","4,042","3,447","5,98%"
"Gru. '12","3,447","3,775","3,960","3,423","-9,07%"
"Lis. '12","3,791","4,411","4,423","3,676","-14,02%"
"Paź. '12","4,409","4,420","4,729","4,073","-0,56%"
"Wrz. '12","4,434","4,587","4,826","4,341","-5,07%"
"Sie. '12","4,671","4,609","4,893","4,345","-2,05%"
"Lip. '12","4,769","4,971","5,015","4,433","-3,97%"
"Cze. '12","4,966","5,276","5,296","4,825","-6,16%"
"Maj '12","5,292","5,184","5,334","5,083","1,55%"
"Kwi. '12","5,211","5,276","5,471","5,165","-1,66%"
"Mar. '12","5,299","5,279","5,360","5,129","-0,92%"
"Luty '12","5,348","5,368","5,506","5,276","-2,53%"
"Sty. '12","5,487","5,704","5,852","5,315","-3,72%"
"Gru. '11","5,699","5,770","5,903","5,602","-0,92%"
"Lis. '11","5,752","5,595","6,145","5,461","3,60%"
"Paź. '11","5,552","5,838","5,890","5,487","-4,01%"
"Wrz. '11","5,784","5,510","5,998","5,343","5,49%"
"Maj '10","5,483","5,421","5,770","5,377","1,16%"
"Kwi. '10","5,420","5,271","5,487","5,220","2,73%"
"Mar. '10","5,276","5,732","5,800","5,219","-8,59%"
"Luty '10","5,772","5,890","5,940","5,715","-2,38%"
"Sty. '10","5,913","6,138","6,184","5,861","-3,38%"
