"Data","Ostatnio","Otwarcie","Max.","Min.","Zmiana%"
"Wrz. '14","1,992","2,256","2,350","1,894","-11,43%"
"Sie. '14","2,249","2,384","2,592","2,243","-4,09%"
"Lip. '14","2,345","2,406","3,123","2,296","0,60%"
"Cze. '14","2,331","2,711","2,941","2,133","-9,48%"
"Maj '14","2,575","2,671","2,831","2,395","-0,35%"
"Kwi. '14","2,584","2,855","2,899","2,584","-5,66%"
"Mar. '14","2,739","2,868","2,947","2,643","-2,60%"
"Luty '14","2,812","2,957","2,966","2,651","-2,43%"
"Sty. '14","2,882","2,695","3,521","2,527","6,50%"
"Gru. '13","2,706","2,434","2,808","2,363","10,95%"
"Lis. '13","2,439","2,708","2,908","2,391","-7,09%"
"Paź. '13","2,625","2,789","3,057","2,568","-7,08%"
"Wrz. '13","2,825","2,746","3,053","2,579","3,63%"
"Sie. '13","2,726","2,752","2,822","2,567","6,19%"
"Lip. '13","2,567","2,884","3,011","2,567","-8,39%"
"Cze. '13","2,802","2,743","3,080","2,509","6,99%"
"Maj '13","2,619","2,648","3,262","2,503","-1,06%"
"Kwi. '13","2,647","3,177","3,253","2,585","-15,21%"
"Mar. '13","3,122","3,490","3,591","3,067","-10,67%"
"Luty '13","3,495","3,432","3,861","3,278","3,74%"
"Sty. '13","3,369","3,093","3,970","2,274","10,03%"
"Gru. '12","3,062","3,615","4,133","2,131","-14,59%"
"Lis. '12","3,585","3,938","4,444","3,367","-9,06%"
"Paź. '12","3,942","4,103","4,995","3,644","-3,92%"
"Wrz. '12","4,103","4,550","4,550","4,089","-9,82%"
"Sie. '12","4,550","4,610","4,610","4,550","1,11%"
"Lip. '12","4,500","4,650","4,700","4,500","-3,64%"
"Cze. '12","4,670","4,780","4,800","4,670","-2,91%"
"Maj '12","4,810","4,630","4,810","4,610","3,89%"
"Kwi. '12","4,630","4,500","4,670","4,500","2,89%"
"Mar. '12","4,500","4,500","4,510","4,450","0,00%"
"Luty '12","4,500","4,510","4,550","4,250","-3,39%"
"Sty. '12","4,658","4,567","5,381","4,176","2,06%"
"Gru. '11","4,564","4,815","5,485","4,503","-3,83%"
"Lis. '11","4,746","4,400","5,139","4,259","5,47%"
"Paź. '11","4,500","4,500","4,500","4,400","0,00%"
"Wrz. '11","4,500","4,510","4,530","4,160","0,00%"
"Sie. '11","4,500","4,620","4,620","4,330","-2,81%"
"Lip. '11","4,630","4,630","4,700","4,390","-0,43%"
"Cze. '11","4,650","4,640","4,650","4,550","1,09%"
"Maj '11","4,600","4,650","4,650","4,180","-1,29%"
"Kwi. '11","4,660","4,530","4,660","4,490","2,42%"
"Mar. '11","4,550","4,490","4,570","4,480","0,66%"
"Luty '11","4,520","4,150","4,560","4,150","8,92%"
"Sty. '11","4,150","4,030","4,200","4,020","2,98%"
"Gru. '10","4,030","4,030","4,170","4,000","0,50%"
"Lis. '10","4,010","4,120","4,200","3,950","-2,67%"
"Paź. '10","4,120","4,000","4,160","3,950","3,26%"
"Wrz. '10","3,990","3,990","4,100","3,950","-0,75%"
"Sie. '10","4,020","4,020","4,050","3,960","0,00%"
"Lip. '10","4,020","4,200","4,210","4,000","-3,83%"
"Cze. '10","4,180","3,910","4,210","3,900","7,18%"
"Maj '10","3,900","3,701","3,930","3,500","4,95%"
"Kwi. '10","3,716","3,880","3,910","3,716","-3,98%"
"Mar. '10","3,870","3,890","3,970","3,840","0,00%"
"Luty '10","3,870","3,930","3,930","3,810","-0,77%"
"Sty. '10","3,900","4,250","4,250","3,900","-8,67%"
"Gru. '09","4,270","4,210","4,280","3,900","0,71%"
"Lis. '09","4,240","4,340","4,350","4,150","-3,85%"
"Paź. '09","4,410","4,450","4,510","4,250","-0,23%"
"Wrz. '09","4,420","4,490","4,500","4,400","-1,56%"
"Sie. '09","4,490","4,430","4,490","4,340","1,13%"
"Lip. '09","4,440","4,500","4,700","4,340","-3,27%"
"Cze. '09","4,590","5,150","5,170","4,590","-11,73%"
"Maj '09","5,200","5,050","5,250","4,900","4,21%"
"Kwi. '09","4,990","4,990","5,060","4,830","-0,20%"
"Mar. '09","5,000","4,900","5,070","4,650","2,04%"
"Luty '09","4,900","4,350","5,280","4,350","12,90%"
"Sty. '09","4,340","5,700","5,710","4,300","-18,57%"
"Gru. '08","5,330","6,450","6,450","5,300","-19,24%"
"Lis. '08","6,600","6,800","6,800","6,270","-1,49%"
"Paź. '08","6,700","6,410","6,800","6,270","4,85%"
