"Data","Ostatnio","Otwarcie","Max.","Min.","Zmiana%"
"Cze. '12","5,065","5,372","5,404","4,933","-5,98%"
"Maj '12","5,387","5,300","5,451","5,187","1,01%"
"Kwi. '12","5,333","5,410","5,586","5,196","-1,86%"
"Mar. '12","5,434","5,405","5,500","5,236","-0,04%"
"Luty '12","5,436","5,516","5,610","5,275","-1,34%"
"Sty. '12","5,510","5,848","6,119","5,499","-5,65%"
"Gru. '11","5,840","5,913","6,226","5,746","-0,51%"
"Lis. '11","5,870","5,738","6,221","5,629","0,27%"
"Paź. '11","5,854","5,918","5,972","5,583","-0,61%"
"Wrz. '11","5,890","5,574","6,163","5,389","6,05%"
"Sie. '11","5,554","5,730","5,842","5,439","-3,19%"
"Lip. '11","5,737","5,763","5,922","5,665","0,60%"
"Cze. '11","5,703","5,993","5,993","5,685","-4,57%"
"Maj '11","5,976","6,104","6,107","5,911","-1,60%"
"Kwi. '11","6,073","6,227","6,243","6,025","-1,97%"
"Mar. '11","6,195","6,213","6,307","6,176","-0,03%"
"Luty '11","6,197","6,280","6,369","6,123","-1,31%"
"Sty. '11","6,279","6,031","6,422","5,951","4,70%"
"Gru. '10","5,997","5,942","6,040","5,859","0,93%"
"Lis. '10","5,942","5,637","6,119","5,601","5,41%"
"Paź. '10","5,637","5,484","5,700","5,200","4,00%"
"Wrz. '10","5,420","5,420","5,599","5,393","0,00%"
"Sie. '10","5,420","5,782","5,804","5,248","-6,26%"
"Lip. '10","5,782","5,850","5,895","5,640","-1,08%"
"Cze. '10","5,845","5,835","5,996","5,740","0,64%"
